APPLE INC	2010/07/20	2010/07/23	MARKETS	iShares Russell 2000, Apple: Money Flow Leaders (IWM, AAPL)	By MARKET DATA STAFF July 21	 2010 4:36 pm ET	Markets Data Center: Money Flow Leaders.
APPLE INC	2010/07/20	2010/07/23	EARNINGS	TomTom Profits From Services	By Roberta B. Cowan July 21	 2010 7:49 am ET	Dutch navigation-equipment maker TomTom posted a 69% increase in net profit due in part to higher service revenue, but said the strengthening dollar will negatively affect margins in the third quarter.
APPLE INC	2010/07/20	2010/07/23	SMALL BUSINESS	Apple Seeks Growth Beyond Consumers	By Ian Sherr July 21	 2010 12:01 am ET	Apple is boosting efforts to appeal to a new type of customer: small businesses.
APPLE INC	2010/07/20	2010/07/23	EARNINGS	New Gadgets Power Apple Sales	By Yukari Iwatani Kane July 21	 2010 12:01 am ET	Apple's quarterly profit surged 78%, as the company booked strong initial sales of its iPad tablet computer and the latest version of its smartphone, the iPhone 4.
APPLE INC	2014/01/27	2014/01/30	TECH	How Google's Costly Motorola Maneuver May Pay Off	By Rolfe Winkler Jan. 30	 2014 9:02 pm ET	Google suffered some expensive bruises in its two-year foray into making smartphones. But the expense wasn't as big as it appears, and Google may have achieved some strategic ends.
APPLE INC	2014/01/27	2014/01/30	EARNINGS	Whirlpool Considers New Trade Case Against Rivals' Appliances	By Bob Tita Jan. 30	 2014 6:05 pm ET	Whirlpool reported earnings growth of 48% and said it is considering a new offensive against foreign-made household appliances it maintains are being sold in the U.S. for less than the cost to manufacturer them.
APPLE INC	2014/01/27	2014/01/30	BUSINESS	Verizon Sells $500 Million in Debt	By Mike Cherney Jan. 30	 2014 5:08 pm ET	Priced to yield 5.90% with a 40-year maturity, the bonds are aimed primarily at individual investors.
APPLE INC	2014/01/27	2014/01/30	BUSINESS	Telenav Acquires Mapping Startup Skobbler for $24 Million	By Lora Kolodny Jan. 30	 2014 4:59 pm ET	Personal navigation company Telenav has acquired Skobbler, a German startup that makes map apps and mobile games, for $24 million in cash and stock.
APPLE INC	2014/01/27	2014/01/30	ASIAN BUSINESS NEWS	How Lenovo Built a Chinese Tech Giant	By Juro Osawa	 Lorraine Luk Jan. 30	With its proposed $2.91 billion purchase of Google's unprofitable Motorola handset business, Lenovo is making a risky bet that it can replicate its success in the PC sector with smartphones.
APPLE INC	2014/01/27	2014/01/30	TECH	Google Sells Handset Business to Lenovo	By Rolfe Winkler	 Spencer E. Ante Jan. 30	Lenovo agreed to buy Google's Motorola Mobility unit for $2.91 billion, a deal that reverses the Internet company's short-lived move into smartphone hardware.
APPLE INC	2014/01/27	2014/01/30	TECH	Lenovo-Google Deal Adds to Samsung's Smartphone Worries	By Jonathan Cheng Jan. 30	 2014 1:44 am ET	Lenovo's purchase of Google's phone business will create a formidable player at a time when fierce smartphone-price competition is already squeezing market leader Samsung.
APPLE INC	2014/01/27	2014/01/30	TECH	Motorola Deal to Give Lenovo a 'Shortcut' Into U.S. Market	By Carlos Tejada	 Spencer Ante Jan. 29	Lenovo Group Chairman and Chief Executive Yang Yuanqing said the company expects to sell 100 million handsets in the year after it completes its deal to acquire Google's Motorola Mobility unit for $2.91 billion, calling the deal a "shortcut" into the U.S. market.
APPLE INC	2014/01/27	2014/01/30	TECH	Amazon to Offer Kindle Checkout System to Physical Retailers	By Greg Bensinger Jan. 29	 2014 5:22 pm ET	Amazon.com plans to offer brick-and-mortar retailers a checkout system that uses Kindle tablets as soon as this summer.
APPLE INC	2014/01/27	2014/01/30	TECH	Qualcomm Posts Higher Revenue	By Anna Prior	 Don Clark Jan. 29	Qualcomm said revenue rose 10% in the first fiscal quarter, countering fears that the chip maker might see a negative surprise from the smartphone market.
APPLE INC	2014/01/27	2014/01/30	WEALTH ADVISER	Investors Shed Dividend-Paying Stock Funds	By Murray Coleman Jan. 29	 2014 3:44 pm ET	As the U.S. Federal Reserve trims its purchases of bonds and expectations of higher interest rates grow, investors are pulling billions of dollars from funds focused on dividend-paying stocks.
APPLE INC	2014/01/27	2014/01/30	MARKETS	Bitter Medicine in Store for Activists	By Liz Hoffman Jan. 28	 2014 7:25 pm ET	As activist hedge funds step up their hunt for new targets, companies are bolstering their defenses.
APPLE INC	2014/01/27	2014/01/30	TECH	Apple Shares Hit Three-Month Lows	By Daisuke Wakabayashi	 George Stahl Jan. 28	Apple shares hit their lowest point in three months after disappointing iPhone sales raised concerns about the company's growth prospects.
APPLE INC	2014/01/27	2014/01/30	TECH	In China, the Coolpad Is Hotter Than Apple's iPhone	By Juro Osawa	 Lorraine Luk Jan. 28	China is one of the fastest growing smartphone markets and several homegrown brands, such as Oppo and Coolpad, are seeking to challenge Apple and Samsung's duopoly.
APPLE INC	2014/01/27	2014/01/30	BUSINESS	J.C. Penney Lowers Threshold for Poison Pill	By Ben Fox Rubin Jan. 28	 2014 9:27 am ET	J.C. Penney lowered the threshold on its shareholder rights plan and extended its expiration date, part of a move to protect its tax benefits.
APPLE INC	2014/01/27	2014/01/30	TECH	Apple iPhone Sales, Outlook Come Up Short	By Daisuke Wakabayashi Jan. 27	 2014 9:42 pm ET	Apple reported selling fewer iPhones than projected at year-end and said revenue in the current quarter might decline.
APPLE INC	2014/01/27	2014/01/30	TECH	Government Reaches Deal With Tech Firms on Data Requests	By Danny Yadron	 Devlin Barrett Jan. 27	The Obama administration agreed to let technology companies make more information public about how often the government monitors Internet use, aiming to ease public distrust and corporate complaints about snooping.
APPLE INC	2014/01/27	2014/01/30	ASIA MARKETS	Asian Morning Briefing: U.S. Stocks Retreat	Jan. 27	 2014 5:30 pm ET	Asian Morning Briefing
APPLE INC	2014/01/27	2014/01/30	BUSINESS	Millennial Media's Co-Founder Resigns as CEO, Chairman	By Ben Fox Rubin	 Suzanne Vranica Jan. 27	Millennial Media said Paul Palmieri—its co-founder, chief executive and chairman—resigned, and the mobile-ad company named former Yahoo executive Michael Barrett as his replacement as CEO.
APPLE INC	2014/01/27	2014/01/30	EUROPE	Ericsson, Samsung Reach Agreement on Global Patent Licenses	By Sven Grundberg Jan. 27	 2014 5:57 am ET	Ericsson said it has reached an agreement with Samsung on global patent licenses, ending a series of complaints against each other.
APPLE INC	2014/07/22	2014/07/25	MOVING TARGETS	The Return of the Living Dead Products	By Joe Queenan July 25	 2014 7:19 pm ET	Now that Sony's Walkman is back, what's next? Joe Queenan has a wish list. Paging the the Nehru Jacket.
APPLE INC	2014/07/22	2014/07/25	BUSINESS	Why Retailers Became a Top Target of Patent Trolls	By Andria Cheng July 25	 2014 6:03 pm ET	It is hardly a surprise that tech giants Apple Inc. and Google Inc. are among the 10 companies most often sued by patent trolls. However, when it comes to sectors, it may come as a surprise that retail graces the top spot
APPLE INC	2014/07/22	2014/07/25	TECH	Amazon Reports Loss Despite Strong Sales Growth	By Greg Bensinger July 25	 2014 9:57 am ET	Amazon posted a massive sales bump but failed again to turn a profit, even as it has hinted at a growing resolve to boost margins.
APPLE INC	2014/07/22	2014/07/25	EARNINGS	Low Price Plan Hits NTT Docomo's Earnings	By Mayumi Negishi July 25	 2014 5:27 am ET	NTT Docomo said it swallowed a 15% cut in quarterly operating profit after Japan's largest mobile carrier adopted a low price plan in its fight to retain market share.
APPLE INC	2014/07/22	2014/07/25	TECH	Huawei's Smartphone Business Picks Up	By Juro Osawa July 25	 2014 12:48 am ET	Huawei' s sales of smartphones and other consumer products rose 30% in the first half of this year. The company said its strategy of focusing more on mid- to high-end smartphones, rather than selling the cheapest phones on the market, is working well.
APPLE INC	2014/07/22	2014/07/25	EARNINGS	Pandora Loss Widens on Higher Costs	By Tess Stynes July 24	 2014 4:41 pm ET	Pandora Media said its second-quarter loss widened as higher costs offset the Internet radio provider's continued revenue growth.
APPLE INC	2014/07/22	2014/07/25	TECH	LG Electronics Dials Up a Turnaround on Smartphone Sales	By Min-Jeong Lee July 24	 2014 3:34 am ET	LG Electronics said its net profit rose sharply in the second quarter as its mobile business staged a turnaround on higher smartphone sales.
APPLE INC	2014/07/22	2014/07/25	TECH	Is the Curtain Falling on Tablets?	By Daisuke Wakabayashi	 Shira Ovide July 24	As smartphone screens grow larger and laptop computers grow thinner and lighter, sales of the iPad are declining and growth is slowing for rival Android tablets.
APPLE INC	2014/07/22	2014/07/25	TECH	Qualcomm Profit Rises; Company Notes 'Challenges' in China	By Don Clark	 Josh Beckerman July 23	Qualcomm's third-quarter profit rose 42% and the San Diego-based company on Wednesday also increased its full-year earnings outlook.
APPLE INC	2014/07/22	2014/07/25	TECH	AT&T Reports Profit Decline	By Tess Stynes	 Thomas Gryta July 23	AT&T said its second-quarter profit fell 7.2% as wireless service revenue took a hit from a drop in prices tied to a shift in strategy.
APPLE INC	2014/07/22	2014/07/25	ASIA STOCKS	Asian Morning Briefing: S&P 500 Closes at Record	July 23	 2014 5:31 pm ET	Asian Morning Briefing
APPLE INC	2014/07/22	2014/07/25	PERSONAL TECHNOLOGY: GEOFFREY FOWLER	Amazon Fire Phone Review: Full of Gimmicks, Lacking Basics	By Geoffrey A. Fowler July 23	 2014 4:51 pm ET	The phone offers innovations compared with Apple's iPhone and Samsung's Galaxy, but it also has battery and app issues.
APPLE INC	2014/07/22	2014/07/25	U.S. MARKETS
U.S. Stocks Boosted by Earnings News
By Alexandra Scaggs, Dan Strumpf July 23, 2014 4:36 pm ET
APPLE INC	2014/07/22	2014/07/25	BUSINESS	Morgan Stanley Marketing Head Departs for Getty Images	By Saabira Chaudhuri July 23	 2014 12:26 pm ET	Morgan Stanley's marketing head, Susan Smith Ellis, has left Morgan Stanley after nine months on the job to become the chief marketing officer for Getty Images.
APPLE INC	2014/07/22	2014/07/25	TECH	Apple iPhone Rollout Boosts Asia's Component Makers	By Eva Dou	 Fanny Liu	Preparations for the rollout of Apple's latest iPhones are rippling through Asian economies, boosting revenues at component makers and helping underpin electronics exports from some nations.
APPLE INC	2014/07/22	2014/07/25	MARKETS	Taiwan Industrial Output Rises for Fifth Straight Month	By Fanny Liu July 23	 2014 4:56 am ET	Taiwan's industrial production rose for the fifth straight month in June, as demand for semiconductors and other electronic device components remained strong.
APPLE INC	2014/07/22	2014/07/25	TECH	Sony to Boost Image Sensor Output Capacity	By Megumi Fujikawa July 23	 2014 4:01 am ET	The Japanese electronics giant says it will spend $345 million on increasing its production capacity for image sensors used in smartphones, as it looks to take advantage of rising demand for one of its main hit products.
APPLE INC	2014/07/22	2014/07/25	TECH	For Apple, iPhone Roars and iPad Whimpers	By Daisuke Wakabayashi July 22	 2014 7:55 pm ET	Apple reported a 13% jump in iPhone sales as it heads into a major refresh of the company's flagship product, but iPad sales slid for the second consecutive quarter.
APPLE INC	2014/07/22	2014/07/25	TECH	As Phone Growth Slows, Carriers Turn to Tablets	By Ryan Knutson July 22	 2014 7:35 pm ET	Wireless companies have been jockeying for new subscribers in a market where there are more active cellphone plans than there are people. Carriers have found the answer in tablets.
APPLE INC	2014/07/22	2014/07/25	TECH	Microsoft's Profit Takes Hit on Nokia	By Shira Ovide July 22	 2014 7:09 pm ET	Microsoft said its quarterly profit declined as the company absorbed a financial hit from acquiring Nokia's money-losing cellphone business.
APPLE INC	2015/07/21	2015/07/24	NY TRANSIT	New York City’s Yellow Taxis Face Trouble	By Andrew Tangel July 23	 2015 11:30 pm ET	As competition from Uber heats up, New York City’s fleet of 13,600 yellow taxis sees declining trips and flattening revenue.
APPLE INC	2015/07/21	2015/07/24	TECH	Amazon Posts Surprising Profit	By Greg Bensinger July 23	 2015 7:56 pm ET	Amazon surprised investors by reporting an unexpected profit along with better-than-expected sales gains. Shares jumped more than 17% in after-hours trading.
APPLE INC	2015/07/21	2015/07/24	ASIAN BUSINESS NEWS	Japanese Companies Are Haunted by ‘Ghosts in the Boardroom’	By Atsuko Fukase	 Eric Pfanner July 23	Former executives of Japanese companies maintain clout at their old employers long after they step down, one reason analysts say so many have been slow to change.
APPLE INC	2015/07/21	2015/07/24	AHEAD OF THE TAPE	Biogen Has a Cure for Biotech Blues	By Spencer Jakab July 23	 2015 2:09 pm ET	Jitters about Biogen’s current and future products may produce a rare buying opportunity in a hot sector.
APPLE INC	2015/07/21	2015/07/24	EUROPE MARKETS	Subpar Earnings Reports Send European Stocks Lower	By Josie Cox	 Tommy Stubbington July 23	Stocks in Europe stumbled Thursday on a set of disappointing corporate earnings.
APPLE INC	2015/07/21	2015/07/24	LOGISTICS REPORT	Today’s Top Supply Chain and Logistics News From WSJ	By Paul Page July 23	 2015 6:36 am ET	Delivering up-to-the-minute news, analysis, interviews and explanatory journalism on logistics, supply-chain management, e-commerce and more
APPLE INC	2015/07/21	2015/07/24	TECH	LG Display to Invest More in Flexible Screens	By Min-Jeong Lee July 22	 2015 10:25 pm ET	LG Display said it would build a new plant in South Korea to produce flexible displays, citing the need to prepare for an expected rise in demand from smartphone makers.
APPLE INC	2015/07/21	2015/07/24	TECH	Apple Cuts Annual Spending Forecast by $1 Billion	By Daisuke Wakabayashi July 22	 2015 9:24 pm ET	Apple reduced what it plans to spend on purchasing manufacturing equipment, building data centers and retail stores.
APPLE INC	2015/07/21	2015/07/24	BLOG: TECH	Digits: Huawei Dials Up Smartphone Sales	July 22	 2015 8:21 pm ET	China’s best-selling smartphone maker these days isn’t Xiaomi but Huawei Technologies.
APPLE INC	2015/07/21	2015/07/24	TECH	Uber, in Deal, Averts Curb in New York	By Andrew Tangel	 Douglas MacMillan July 22	The company claimed that the cap on new car-service vehicles would have stunted growth in the biggest U.S. market.
APPLE INC	2015/07/21	2015/07/24	TECH	Qualcomm to Cut 15% of Workforce, Weigh Split	By Chelsey Dulaney	 Don Clark July 22	Qualcomm disclosed plans to cut 15% of its workforce, reduce costs by $1.4 billion and consider changes to its corporate structure such as splitting its chip design and patent licensing businesses.
APPLE INC	2015/07/21	2015/07/24	MARKETS	Asian Morning Briefing: U.S. Stocks Weighed Down by Apple	July 22	 2015 5:32 pm ET	Asian Morning Briefing
APPLE INC	2015/07/21	2015/07/24	TECH	SanDisk Revenue, Profit Fall Less Than Expected	By Chelsey Dulaney July 22	 2015 5:16 pm ET	SanDisk reported steep drops in profit and revenue for its second quarter, though results came in above Wall Street expectations.
APPLE INC	2015/07/21	2015/07/24	U.S. MARKETS	U.S. Stocks Drop, Weighed Down by Apple, Microsoft	By Saumya Vaishampayan July 22	 2015 4:46 pm ET	Investors poured out of technology stocks, spooked by disappointing results from Apple and Microsoft.
APPLE INC	2015/07/21	2015/07/24	POLITICS	Disclosure Shows Donald Trump’s Property, Entertainment Holdings Span Globe	By Heather Haddon	 Laura Kusisto	Republican presidential candidate Donald Trump holds stakes in a sprawling network of real estate and entertainment companies from India to Turkey, his federal financial disclosure shows.
APPLE INC	2015/07/21	2015/07/24	TECH	Huawei Burnishes Global Smartphone Standing	By Juro Osawa July 22	 2015 2:06 pm ET	Huawei Technologies is proving to be China’s best-selling smartphone maker so far this year, as the company expands in Europe and the Middle East.
APPLE INC	2015/07/21	2015/07/24	EUROPE MARKETS	Tech, Resources Stocks Weigh on European Markets	By Josie Cox July 22	 2015 12:26 pm ET	Gold, oil and Apple dent European equity markets as Stoxx Europe 600 closes 0.6% down.
APPLE INC	2015/07/21	2015/07/24	TECH	Sony to Swoop Into Drone Market for Business Customers	By Takashi Mochizuki July 22	 2015 12:01 pm ET	Sony plans to create a drone company to offer services such as inspecting aged infrastructure and surveying land.
APPLE INC	2015/07/21	2015/07/24	TECH	Apple’s Market Cap Loses $60 Billion After iPhone Sales Disappoint	By Daisuke Wakabayashi July 22	 2015 10:02 am ET	Apple’s quarterly profit surged 38%, boosted again by strong demand for the company’s latest iPhones and robust growth in China where sales more than doubled.
APPLE INC	2015/07/21	2015/07/24	TECH	ARM Profit Rises But Revenue Misses Forecast	By Simon Zekaria July 22	 2015 5:43 am ET	The British computer-chip designer that creates technology found in iPhones, increased its dividend after reporting a rise in second-quarter profit, boosted by a jump in chip shipments.
GOOGLE	2011/10/13	2011/10/16	ASIA TECHNOLOGY	Australia Court Rejects Apple Push to Widen Samsung Ban	By David Fickling Oct. 16	 2011 5:48 pm ET	A judge in Australia rejected applications from Apple to extend an injunction against Samsung's tablet to include new products and other tablets.
GOOGLE	2011/10/13	2011/10/16	HEARD ON THE STREET	The High Cost of Googling Growth	Oct. 15	 2011 12:01 am ET	Growth is great at Google these days, but it is also expensive. That should temper enthusiasm for the stock.
GOOGLE	2011/10/13	2011/10/16	MARKETS	Stocks Fend Off Bear, Close Up for the Year	By Brendan Conway	 Jonathan Cheng Oct. 15	U.S. stocks have staged a remarkable recovery that saw major indexes climb from the depths of near-bear-market despair to positive territory for the year.
GOOGLE	2011/10/13	2011/10/16	WORLD	Iran Accused, Cain Leaps to 1, RIM Outage	Oct. 15	 2011 12:01 am ET	The week in essential news, analysis, photos, graphics and stats.
GOOGLE	2011/10/13	2011/10/16	A-HED	Are Smartphones Becoming Smart Alecks?	By Geoffrey A. Fowler Oct. 15	 2011 12:01 am ET	Apple's new phone takes verbal commands and questions, and responds with computer-generated speech. Real humans are responding to this by asking their iPhones ridiculous questions.
GOOGLE	2011/10/13	2011/10/16	TECH	Sprint Jumps Into iPhone Frenzy	By Anton Troianovski Oct. 15	 2011 12:01 am ET	The battle for lucrative smartphone subscribers got more intense on Friday as Sprint became the nation's third carrier to offer Apple's iPhone.
GOOGLE	2011/10/13	2011/10/16	CROSS COUNTRY	How California Drives Away Jobs and Business	Oct. 15	 2011 12:01 am ET	The Golden State continues to incubate cutting-edge companies in Silicon Valley, but then the successful firms expand elsewhere to avoid the state's tax and other burdens.
GOOGLE	2011/10/13	2011/10/16	THE SATURDAY ESSAY	Birth of a Salesman	By Richard L. Brandt Oct. 15	 2011 12:01 am ET	Behind the rise of Jeff Bezos and Amazon: Richard L. Brandt on the founder's Texas roots, the site's chaotic early days, why negative reviews are allowed and the increasing use of personalized data.
GOOGLE	2011/10/13	2011/10/16	U.S. MARKETS	Blue Chips Get Back Into the Black	By Brendan Conway Oct. 14	 2011 9:02 pm ET	The blue-chip index rose 166 points, pushing the industrials into positive territory for the year.
GOOGLE	2011/10/13	2011/10/16	TECH	Motorola Lowers Tablet Entry Price	By Andrew Dowell Oct. 14	 2011 3:18 pm ET	Motorola has again lowered the entry price for its Xoom tablet, rolling out a new "family edition" that will sell for $379 beginning Sunday.
GOOGLE	2011/10/13	2011/10/16	EUROPE MARKETS	Ericsson, Miners Help Lift Europe	By Simon Kennedy Oct. 14	 2011 2:39 pm ET	European markets ended higher, led by gains for miners, technology stocks and car makers.
GOOGLE	2011/10/13	2011/10/16	MARKETS	JPMorgan Chase, Google: Money Flow Leaders (JPM, GOOG)	By MARKET DATA STAFF Oct. 14	 2011 12:51 pm ET	Markets Data Center: Money Flow Leaders.
GOOGLE	2011/10/13	2011/10/16	TECH	Sony Ericsson Warns of European Slowdown	By Sven Grundberg Oct. 14	 2011 8:53 am ET	Mobile handset maker Sony Ericsson warned it is starting to feel the pain from weaker consumer sentiment in Western Europe, as it avoided a loss in the third quarter despite a drop in margins.
GOOGLE	2011/10/13	2011/10/16	EARNINGS	Google Net Climbs 26% as Ad Sales Accelerate	By Amir Efrati Oct. 14	 2011 12:01 am ET	Google's third-quarter earnings rose 26% as growth in demand for the Internet heavyweight's search advertising accelerated.
GOOGLE	2011/10/13	2011/10/16	TECH	Google Plans Online Music Store to Challenge Apple, Amazon	By Amir Efrati	 Ethan Smith Oct. 14	Google is creating an online music store to compete with Apple and Amazon.com, though it may open the service without rights to sell songs from many big record labels, according to people familiar with the matter.
GOOGLE	2011/10/13	2011/10/16	TECH	RIM Tries to Regain Trust of Its Customers	By Ben Worthen	 Will Connors Oct. 14	Research In Motion said it has fully restored service to its global BlackBerry network, as it ramped up communication with carriers and customers -- apologizing for the largest outage in its history.
GOOGLE	2011/10/13	2011/10/16	ASIA TECHNOLOGY	Apple Gains Australia Win	By David Fickling	 Ross Kelly Oct. 14	Apple won a victory in a global patent battle when a judge in Australia issued a temporary injunction blocking sales of Samsung's Galaxy Tab 10.1 tablet computer there.
GOOGLE	2011/10/13	2011/10/16	COMMENTARY	The GOP's Immigration Fixation	By Peter Robinson Oct. 14	 2011 12:01 am ET	Net illegal immigration has fallen to near zero. So why does the issue feature prominently in the presidential race?
GOOGLE	2011/10/13	2011/10/16	REMEMBRANCES	Pioneer Programmer Shaped the Evolution of Computers	By Stephen Miller Oct. 14	 2011 12:01 am ET	Dennis Ritchie, who invented C, the computer programming language that underlies the Unix operating system, Microsoft Windows and much of the software running on computers around the world, died at 70.
GOOGLE	2011/10/13	2011/10/16	TECH	Hulu's Owners End Efforts to Sell Streaming-TV Website	By Sam Schechner Oct. 13	 2011 11:48 pm ET	Owners of online-video site Hulu ended efforts to sell the joint venture, after an auction process exposed rifts between them and potential buyers on the value of future rights to stream TV shows over the Internet.
GOOGLE	2012/10/18	2012/10/21	NY CRIME
Fraud Claims Dog 'Rebecca' Broker
By Jennifer Maloney Oct. 21, 2012 9:49 pm ET
GOOGLE	2012/10/18	2012/10/21	EARNINGS	Falling Revenue Dings Stocks	By Kate Linebaugh Oct. 20	 2012 10:06 pm ET	Large companies are reporting lower quarterly sales compared to a year earlier for the first time in nearly three years, a gloomy sign for the economy.
GOOGLE	2012/10/18	2012/10/21	TECH	India, A New Facebook Testing Ground	By Amol Sharma Oct. 20	 2012 3:44 am ET	India is becoming a critical testing ground for Facebook as it strives to capitalize on growth in emerging markets and better target mobile-phone users—two increasingly pressing goals for the social-networking firm.
GOOGLE	2012/10/18	2012/10/21	U.S. MARKETS	Unhappy Anniversary, Dow	By Alexandra Scaggs	 Jonathan Cheng Oct. 19	The 25th anniversary of Black Monday brought with it the steepest drop in U.S. stocks in four months.
GOOGLE	2012/10/18	2012/10/21	BUSINESS TECHNOLOGY	The Upside of Google's Mobile Ad Push	By Evelyn M. Rusli	 John Letzing Oct. 19	Google is making a fraction of the money from mobile ads as it does from online ads viewed on personal computers. But the Internet company is still performing better than many of its peers in the mobile arena.
GOOGLE	2012/10/18	2012/10/21	TECH	Google Weighs Mobile-Patent Antitrust Settlement	By Amir Efrati Oct. 19	 2012 6:43 pm ET	Google is weighing settling a potential U.S. claim that it violated antitrust law in the way it handles mobile-device patents.
GOOGLE	2012/10/18	2012/10/21	EUROPE MARKETS
Banks Lead European Stocks Lower
By Sara Sjolin Oct. 19, 2012 12:39 pm ET
GOOGLE	2012/10/18	2012/10/21	TECH	Google Hit by Weak Results	By Amir Efrati Oct. 19	 2012 10:11 am ET	Google's quarterly earnings report hit Wall Street more than three hours early on Thursday due to a glitch. The bigger glitch was what the Internet giant's results actually showed.
GOOGLE	2012/10/18	2012/10/21	ASIA MARKETS	Asian Shares Consolidate Recent Gains	By Daniel Inman Oct. 19	 2012 8:18 am ET	Asian markets gave a mixed performance on Friday, moderating at the end of a strong few sessions, which saw Japanese stocks have their best week of the year. The Nikkei rose 0.2%.
GOOGLE	2012/10/18	2012/10/21	DJFX TRADER	FX GLOBAL CALL: Our Take on the Day's Big FX News	By Michael Casey Oct. 19	 2012 7:21 am ET	The FX Global Call covers the main talking points from a news meeting involving DJ FX Trader editors in New York, London and Singapore, as well as other FX hot spots when warranted.
GOOGLE	2012/10/18	2012/10/21	ASIAN BUSINESS NEWS	Yahoo to Close South Korean Operations	By Jung-Ah Lee Oct. 19	 2012 5:50 am ET	Yahoo Inc. will close its South Korean operations by the end of this year after struggling to make inroads in a market dominated by local Web portals.
GOOGLE	2012/10/18	2012/10/21	DJFX TRADER	Australian Dollar Down Late, Inflation Numbers Loom Large	By Enda Curran Oct. 19	 2012 12:47 am ET	The Australian dollar edged lower in Asian trading, bringing to an end a week of gains that saw the unit climb around 1.34% and trade at multiweek highs.
GOOGLE	2012/10/18	2012/10/21	PHOTOS	Silicon Valley Reboots	Oct. 18	 2012 10:33 pm ET	As a new generation of techies moves up, ranch houses are coming down. Replacing them: contemporary homes of glass, stone and steel.
